fusiongpu; 14.191054; 13.987219; 
fusiongpu; 14.300815; 14.193739; 
fusiongpu; 14.360843; 14.174105; 
fusiongpu; 14.202314; 14.017974; 
fusiongpu; 14.212167; 14.040617; 
fusiongpu; 16.036241; 16.134424; 
fusiongpu; 15.626568; 15.647458; 
fusiongpu; 15.711675; 15.765017; 
fusiongpu; 14.173228; 14.163502; 
fusiongpu; 14.324800; 14.027800; 
fusiongpu; 14.300670; 13.985424; 
fusiongpu; 14.153412; 14.005842; 
fusiongpu; 14.168677; 13.976702; 
fusiongpu; 14.239925; 14.065425; 
fusiongpu; 14.177744; 13.959489; 
fusiongpu; 14.127361; 13.971912; 
fusiongpu; 14.131784; 14.019500; 
fusiongpu; 14.305803; 14.093673; 
fusiongpu; 14.176065; 14.047451; 
fusiongpu; 14.209139; 14.020166; 
fusiongpu; 14.369915; 14.035680; 
fusiongpu; 15.723471; 15.814248; 
fusiongpu; 15.587404; 15.732700; 
heat2dgpu; 105.625773; 101.441028; 
heat2dgpu; 105.637459; 102.269188; 
heat2dgpu; 1414.476195; 938.870713; 
heat2dgpu; 104.528575; 101.327762; 
heat2dgpu; 108.614429; 101.538993; 
heat2dgpu; 110.785006; 103.432045; 
heat2dgpu; 107.570949; 102.529341; 
heat2dgpu; 107.764041; 101.257213; 
heat2dgpu; 101.730245; 101.794984; 
heat2dgpu; 103.301681; 103.997838; 
warp_affinegpu; 4.914542; 6.515998; 
warp_affinegpu; 4.748908; 6.506259; 
warp_affinegpu; 4.748075; 6.511306; 
convolutiongpu; 5.894634; 6.113186; 
cvtcolorgpu; 4.130664; 4.077008; 
cvtcolorgpu; 4.134899; 4.081650; 
cvtcolorgpu; 4.185928; 4.082372; 
heat2dgpu; 100.709271; 100.842398; 
gaussiangpu; 7.271474; 0.000000; 
gaussiangpu; 7.238379; 0.000477; 
gaussiangpu; 7.289471; 2.714218; 
gaussiangpu; 7.252161; 41.292088; 
gaussiangpu; 7.230268; 41.036410; 
gaussiangpu; 7.251341; 6.538188; 
gaussiangpu; 7.304023; 6.577414; 
gaussiangpu; 7.299086; 6.615469; 
gaussiangpu; 6.696883; 6.621568; 
gaussiangpu; 6.928949; 6.342148; 
gaussiangpu; 348.207670; 376.301150; 
gaussiangpu; 360.250222; 396.536963; 
gaussiangpu; 359.816633; 395.391256; 
gaussiangpu; 8.475555; 6.339851; 
gaussiangpu; 6.060163; 6.335892; 
gaussiangpu; 5.997459; 6.344836; 
gaussiangpu; 47.928641; 48.928827; 
gaussiangpu; 48.094440; 49.068712; 
convolutiongpu; 5.851741; 6.050573; 
convolutiongpu; 5.841603; 6.177947; 
convolutiongpu; 47.262428; 47.484394; 
convolutiongpu; 46.470761; 48.318551; 
convolutiongpu; 47.226705; 47.919988; 
convolutiongpu; 46.632032; 48.380161; 
convolutiongpu; 47.140976; 48.451162; 
convolutiongpu; 47.029900; 47.547917; 
convolutiongpu; 46.989077; 47.488124; 
gaussiangpu; 6.186445; 6.257983; 
gaussiangpu; 5.991366; 6.337945; 
gaussiangpu; 5.998718; 6.369710; 
gaussiangpu; 6.224091; 6.214552; 
gaussiangpu; 6.171254; 6.334371; 
gaussiangpu; 6.162352; 6.367890; 
gaussiangpu; 6.309214; 6.275977; 
gaussiangpu; 6.527798; 6.597230; 
heat2dgpu; 102.757454; 102.519516; 
heat2dgpu; 101.930222; 100.513523; 
heat2dgpu; 101.017149; 102.607265; 
heat2dgpu; 101.080072; 100.646380; 
rgbyuv420gpu; 5.062568; 4.968059; 
rgbyuv420gpu; 5.058870; 4.981537; 
rgbyuv420gpu; 5.109654; 4.837044; 
rgbyuv420gpu; 5.048612; 4.966013; 
rgbyuv420gpu; 5.051600; 4.978632; 
heat2d; 62.014777; 48.345111; 
heat2dgpu; 101.396716; 100.472771; 
heat2dgpu; 223.649424; 100.573647; 
heat2dgpu; 124.368222; 100.647106; 
heat2d; 893.140760; 48.432123; 
rgbyuv420gpu; 5.174965; 4.893689; 
rgbyuv420gpu; 5.133190; 4.883636; 
rgbyuv420gpu; 5.209644; 5.020232; 
